"con1"	"con2"	"con3"	"con4"	"d2_1"	"d2_2"	"d2_3"	"d2_4"	"d4_1"	"d4_2"	"d4_3"	"d4_4"	"Only.identified.by.site"	"Reverse"	"Potential.contaminant"	"t.test.Significantcon_2d"	"t.test.Significantcon_4d"	"matrix31"	"Q.value"	"Intensity"	"MS.MS.Count"	"X.Log.t.test.p.valuecon_2d"	"t.test.Differencecon_2d"	"X.Log.t.test.p.valuecon_4d"	"t.test.Differencecon_4d"	"Test.statistic_"	"Protein.IDs"	"Majority.protein.IDs"	"Protein.names"	"Gene.names"	"Gene_name"	"ProteinID"	"con_mean"	"d2_mean"	"ttest_con_d2_pval"	"d4_mean"	"ttest_con_d4_pval"	"ttest_con_d2_fdr"	"ttest_con_d4_fdr"
"1341"	-3.672775	-2.992648	-3.009642	-3.505764	-3.403785	-3.584929	-3.655468	-3.925032	-4.400209	-4.912211	-2.894821	-3.641504	""	""	""	""	""	""	"0"	"110090000"	"6"	"0.853721058000876"	"0.347096264362335"	"0.679750628932431"	"0.666979372501373"	"0.452485742045391"	"M0RB22;A0A0G2K1N1;M0RA99;M0R711;Q64605"	"M0RB22;A0A0G2K1N1;M0RA99;M0R711;Q64605"	"Receptor-type tyrosine-protein phosphatase S"	"Ptprd;Ptprs"	"Ptprd"	"M0RB22"	-3.29520725	-3.6423035	0.149536202555359	-3.96218625	0.23384112060255	0.630205256392547	0.883276711475735
"1342"	-0.6600933	-1.314878	-1.58036	-1.772118	0.824625	0.8758888	0.1734829	1.422817	5.742344	1.440035	7.344534	5.694351	""	""	""	"+"	"+"	""	"0"	"32937000000"	"175"	"3.05921500350572"	"-2.15606594085693"	"2.59312684255242"	"-6.38717842102051"	"-2.79195586665114"	"M0RBJ7;M0RBF1;P01026;CON__Q2UVX4"	"M0RBJ7;M0RBF1;P01026"	"Complement C3;Complement C3 beta chain;Complement C3 alpha chain;Neutrophil chemotactic factor-2;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	"C3"	"C3"	"M0RBJ7"	-1.331862325	0.824203425	0.000881346643006253	5.055316	0.0132721392701597	0.138488935837716	0.656163649561867
"1343"	-1.720161	-0.1386147	-0.8597698	-0.5632038	-0.1190662	-0.7196178	-0.6750813	-0.863327	-4.818033	-1.668022	-1.488428	-1.674484	""	""	""	""	""	""	"0"	"1018800000"	"11"	"0.247401468428577"	"-0.2261643409729"	"0.931731762254345"	"1.59180438518524"	"0.851260359744611"	"M0RBX2"	"M0RBX2"	""	"Anks4b"	"Anks4b"	"M0RBX2"	-0.820437325	-0.594273075	0.573711444147498	-2.41224175	0.141081782787159	0.83223409097621	0.830860975769017
"1344"	-1.412109	-3.896744	-3.420778	-2.362316	-3.185005	-2.857788	-2.774397	-2.569719	-3.164351	-3.167246	-2.628574	-3.413517	""	""	""	""	""	""	"0.00044346"	"348130000"	"3"	"0.0451288653672724"	"0.0737404823303223"	"0.221575739348026"	"0.320435047149658"	"0.202850111124156"	"M0RC57"	"M0RC57"	""	"LOC684800"	"LOC684800"	"M0RC57"	-2.77298675	-2.84672725	0.904527455091882	-3.093422	0.61352576794015	0.979766181825168	0.959121274377245
"1345"	1.222755	-2.911345	-2.860534	0.4570618	-3.345753	-1.070536	-3.258838	-0.4429474	-4.897264	-4.769332	-1.345961	-4.932707	""	""	""	""	""	""	"0"	"1216500000"	"9"	"0.324098278239352"	"1.00650310516357"	"1.10522256473"	"2.96330040693283"	"1.23522258873692"	"M0RC65"	"M0RC65"	""	"Cfl2"	"Cfl2"	"M0RC65"	-1.02301555	-2.0295186	0.477706408841173	-3.986316	0.080461617808373	0.799888493013292	0.771238065649326
"1346"	-3.676933	-3.013893	-3.305614	-4.417646	-3.066988	-3.761877	-3.042622	-3.55937	-4.344549	-3.690006	-2.48669	-4.264278	""	""	""	""	""	""	"0.00081037"	"168420000"	"1"	"0.290829814468672"	"-0.245807647705078"	"0.0627383765331193"	"0.092859148979187"	"0.0608813583396754"	"M0RC99;Q6IN17"	"M0RC99"	""	"Rab5al1"	"Rab5al1"	"M0RC99"	-3.6035215	-3.35771425	0.517621156414103	-3.69638075	0.866111511473696	0.813197733942944	0.977287668004742
"1347"	0.4518299	0.5051785	-0.4234009	0.8685551	1.84782	1.340399	1.635784	2.552029	0.3900795	1.398659	1.922707	-0.2243423	""	""	""	""	""	""	"0"	"4272900000"	"30"	"2.13179895176757"	"-1.49346733093262"	"0.414376150417643"	"-0.52123498916626"	"-0.334864119955614"	"M0RCH5;B5DEZ6"	"M0RCH5"	""	"Gnpda1"	"Gnpda1"	"M0RCH5"	0.35054065	1.844008	0.00743757774353843	0.8717758	0.394194710913414	0.289703506685331	0.941075218370869
"1348"	-0.9397697	-0.2712841	0.05506134	-1.232761	-0.1717358	0.06615257	0.4792919	-0.2278748	0.07204247	0.06811523	-0.4698601	-0.344389	""	""	""	""	""	""	"0"	"1686300000"	"18"	"0.961974458973153"	"-0.633646965026855"	"0.622145735764564"	"-0.428665637969971"	"-0.322866012486182"	"M0RCH6"	"M0RCH6"	""	"LOC100359642"	"LOC100359642"	"M0RCH6"	-0.597188365	0.0364584675	0.123549935407456	-0.16852285	0.256679818326475	0.607948220783664	0.915792511944975
"1349"	-1.418589	-1.830704	-1.203892	-1.953062	-1.231934	-0.6022339	-0.3164539	-0.2737427	-0.550848	-1.080437	-1.221045	-2.111132	""	""	""	""	""	""	"0"	"892300000"	"11"	"1.90828476532031"	"-0.995470523834229"	"0.437509541892103"	"-0.360696315765381"	"-0.263618722366028"	"M0RCT5;Q4V8C3;M0RDD8"	"M0RCT5;Q4V8C3;M0RDD8"	"Echinoderm microtubule-associated protein-like 1"	"Eml1"	"Eml1"	"M0RCT5"	-1.60156175	-0.606091125	0.0134430910702116	-1.2408655	0.375863819498636	0.316853656524888	0.941075218370869
"1350"	-2.344744	-1.007561	-4.388745	-1.510489	-2.137646	-2.495214	-2.841978	-1.946138	-2.752626	-0.8446388	-3.098591	-2.6947	""	""	""	""	""	""	"0"	"388100000"	"4"	"0.0186540750755368"	"0.0423597097396851"	"0.0129965079104243"	"0.0347546339035034"	"0.0182717564815035"	"P62278;M0RCY2"	"P62278;M0RCY2"	"40S ribosomal protein S13"	"Rps13;LOC683961"	"Rps13"	"P62278"	-2.31288475	-2.355244	0.959227385084169	-2.34763895	0.970677829776944	0.989019661698769	0.994733758601851
"1351"	-0.8725567	-4.611803	-3.216861	-0.3120518	-4.579909	-3.576542	-3.794143	-1.746977	-2.221037	-3.771263	-1.466318	-4.187349	""	""	""	""	""	""	"0"	"526640000"	"8"	"0.44835784613044"	"1.17107456922531"	"0.220921092390402"	"0.658173799514771"	"0.300033288040418"	"M0RD20;Q64537;A0A0G2K6H7"	"M0RD20;Q64537;A0A0G2K6H7"	"Calpain small subunit 1"	"Capns1"	"Capns1"	"M0RD20"	-2.253318125	-3.42439275	0.36444394407345	-2.91149175	0.604703709883392	0.75815920227813	0.955942275410981
"1352"	-0.01193428	0.2009411	-0.1283493	-0.254324	-1.436464	-1.29174	-0.9980659	-0.8538685	-1.325888	-4.297869	-1.474293	-2.582217	""	""	""	""	""	""	"0"	"1090300000"	"5"	"3.25718384009601"	"1.09661817550659"	"1.85169587374684"	"2.37165004014969"	"1.40118200704301"	"M0RD75;P62755"	"M0RD75;P62755"	"40S ribosomal protein S6"	"Rps6"	"Rps6"	"M0RD75"	-0.04841662	-1.1450346	0.000802805182815673	-2.42006675	0.0392938572880654	0.136386518568005	0.760917847364041
"1353"	0.06127167	-0.6136703	1.67799	-0.06829643	-0.948637	0.3003559	-0.7984505	0.5654182	-2.302147	0.9329834	-1.342348	-1.453671	""	""	""	""	""	""	"0"	"2111100000"	"15"	"0.330744626570061"	"0.484652042388916"	"0.755902892612611"	"1.30561923980713"	"0.705751324133183"	"P11030;M0RDC5;Q6TXF3"	"P11030;M0RDC5"	"Acyl-CoA-binding protein;Triakontatetraneuropeptide;Octadecaneuropeptide"	"Dbi"	"Dbi"	"P11030"	0.264323735	-0.22032835	0.46869816470205	-1.04129565	0.180601542175141	0.797534678845324	0.849705646679399
"1354"	-1.925779	-1.323328	-4.778423	-2.048239	-4.686637	-5.065788	-3.502301	-1.98278	-2.823327	-5.904443	-2.526798	-3.569491	""	""	""	""	""	""	"0"	"244240000"	"4"	"0.585908881301772"	"1.29043436050415"	"0.500405667167809"	"1.18707263469696"	"0.569309341716069"	"P13255;M0RDH0"	"P13255;M0RDH0"	"Glycine N-methyltransferase"	"Gnmt;LOC100911564"	"Gnmt"	"P13255"	-2.51894225	-3.8093765	0.25994239328322	-3.70601475	0.315934079979271	0.702878260741335	0.941075218370869
"1355"	0.04493141	-0.1198483	0.03805351	1.106419	0.044384	-0.03924751	-0.3344383	0.5696678	-0.6581001	-0.7468452	-0.9030247	0.0975666	""	""	""	""	""	""	"0"	"2108800000"	"17"	"0.249002146738635"	"0.207297325134277"	"1.20280872633506"	"0.819989681243896"	"0.603181149974275"	"M0RDK9"	"M0RDK9"	""	"Acad8"	"Acad8"	"M0RDK9"	0.267388905	0.0600914975	0.566806502810617	-0.55260085	0.0650540603589903	0.828247319978068	0.760917847364041
"1356"	0.9271812	-0.1646461	-0.1037712	0.002380371	1.269321	1.380686	0.7949562	0.8291321	0.6021557	0.3750877	1.225023	-0.9854069	""	""	""	""	""	""	"0"	"2958200000"	"18"	"1.64294393717421"	"-0.903237819671631"	"0.095488661151289"	"-0.138928890228271"	"-0.090699562153996"	"Q6PEC1;M0RE00;F1M825"	"Q6PEC1;M0RE00"	"Tubulin-specific chaperone A"	"Tbca"	"Tbca"	"Q6PEC1"	0.16528606775	1.068523825	0.0299337657889217	0.304214875	0.80502792507783	0.42429501449312	0.97467001701752
"1357"	2.860287	2.432329	1.742352	3.128881	3.675678	3.198383	3.576105	3.32856	2.80122	2.7104	3.57762	0.8103447	""	""	""	""	""	"+"	"0"	"14880000000"	"88"	"1.51155457782812"	"-0.903719425201416"	"0.0344872644864866"	"0.0660662651062012"	"0.0397707309761727"	"O08557"	"O08557"	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"	"Ddah1"	"Ddah1"	"O08557"	2.54096225	3.4446815	0.0516274972409366	2.474896175	0.924718318650463	0.494200858610022	0.979033811709225
"1358"	0.2821693	-1.711796	-5.390674	-2.484077	1.037901	-2.072424	-3.443509	-2.74431	-0.5688839	-3.336327	-3.845293	-3.886558	""	""	""	""	""	""	"0"	"800880000"	"11"	"0.127100206385393"	"-0.520508766174316"	"0.158062215397593"	"0.583170890808105"	"0.24129832522402"	"O08564"	"O08564"	"Lipid phosphate phosphohydrolase 1"	"Ppap2a"	"Ppap2a"	"O08564"	-2.326094425	-1.8055855	0.746608015851981	-2.909265475	0.69689407252759	0.916237217684651	0.963637905671656
"1359"	-4.617398	-4.145957	-2.719141	-2.721199	-4.732616	-2.239805	-2.509245	-2.462816	-2.289072	-3.932858	-2.438864	-3.529839	""	""	""	""	""	""	"0"	"180480000"	"1"	"0.312537569533211"	"-0.564803242683411"	"0.339122075650926"	"-0.503265678882599"	"-0.307867076611119"	"Q6AZ40;O08618"	"Q6AZ40;O08618"	"Phosphoribosyl pyrophosphate synthase-associated protein 2"	"Prpsap2"	"Prpsap2"	"Q6AZ40"	-3.55092375	-2.9861205	0.487768058338637	-3.04765825	0.459038086667285	0.804527161304526	0.941075218370869
"1360"	2.728857	2.258467	2.009905	1.7404	1.676416	2.406221	1.984343	2.318712	2.261629	2.247255	2.368927	2.032015	""	""	""	""	""	""	"0"	"9184300000"	"83"	"0.122565373772753"	"0.0879840850830078"	"0.0693679516510805"	"-0.0430493354797363"	"-0.0352401456698421"	"O08629"	"O08629"	"Transcription intermediary factor 1-beta"	"Trim28"	"Trim28"	"O08629"	2.18440725	2.096423	0.754659744753307	2.2274565	0.856243364973051	0.920052102882203	0.977287668004742
"1361"	2.017775	2.595341	2.780499	2.32276	3.317909	2.946274	3.192181	3.501753	2.559629	2.918831	2.726557	2.32292	""	""	""	""	""	""	"0"	"12652000000"	"77"	"2.14326675413327"	"-0.810435771942139"	"0.433081733783131"	"-0.202890872955322"	"-0.167833079655092"	"O08651"	"O08651"	"D-3-phosphoglycerate dehydrogenase"	"Phgdh"	"Phgdh"	"O08651"	2.42909375	3.23952925	0.00898944674107984	2.63198425	0.371448760471212	0.303222820923065	0.941075218370869
"1362"	-3.092125	-0.8119221	-1.499439	-3.149132	-4.752513	-2.107536	-4.693803	-2.620884	-2.463715	-1.37101	-2.430845	-3.624214	""	""	""	""	""	""	"0"	"325520000"	"4"	"0.767467232980067"	"1.40552949905396"	"0.17461692561167"	"0.334291458129883"	"0.191692635756748"	"O08700"	"O08700"	"Vacuolar protein sorting-associated protein 45"	"Vps45"	"Vps45"	"O08700"	-2.138154525	-3.543684	0.172122739583769	-2.472446	0.669772180736012	0.652240027651034	0.963637905671656
"1363"	-4.54245	-3.703831	-3.72673	-4.468149	-4.923653	-3.808308	-4.801927	-3.322342	-4.36889	-3.066378	-2.430138	-3.727283	""	""	""	""	""	""	"0.00080515"	"111740000"	"3"	"0.0832806801391971"	"0.103767514228821"	"0.731200877681106"	"-0.712117552757263"	"-0.482292174580716"	"O08769"	"O08769"	""	"Cdkn1b"	"Cdkn1b"	"O08769"	-4.11029	-4.2140575	0.827237376845934	-3.39817225	0.199631581304528	0.951994385087035	0.867738200244914
"1364"	-6.447989	-2.96125	-2.861071	-2.750368	-3.241497	-3.237944	-3.198774	-4.464466	-3.1837	-2.674284	-5.106795	-4.147356	""	""	""	""	""	""	"0"	"116780000"	"2"	"0.0835217040605796"	"-0.219499588012695"	"0.00731767803499993"	"0.0228641629219055"	"0.0111675076881071"	"O08776"	"O08776"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"	"Ndufaf3"	"Ndufaf3"	"O08776"	-3.7551695	-3.53567025	0.829564637889276	-3.77803375	0.98344364273539	0.951994385087035	0.995865705319743
"1365"	-3.715723	-2.212782	-1.029554	-3.623434	-2.619345	-3.238926	-2.898428	-3.16737	-3.297979	-0.7751846	-4.389551	-2.842939	""	""	""	""	""	""	"0"	"317930000"	"2"	"0.203177574675433"	"0.335643768310547"	"0.0649981281709545"	"0.181039988994598"	"0.0909505563127228"	"O08836"	"O08836"	"Immunoglobulin-binding protein 1"	"Igbp1"	"Igbp1"	"O08836"	-2.64537325	-2.98101725	0.640484419195679	-2.8264134	0.861161300870472	0.865155640374238	0.977287668004742
"1366"	-0.1472778	2.045074	2.106009	0.2981644	1.668898	1.802944	1.627127	1.851534	2.295845	-4.551026	-4.410067	1.990875	""	""	""	""	""	""	"0.0023265"	"4336000000"	"2"	"0.519359572799079"	"-0.66213321685791"	"0.515862532164013"	"2.24408555030823"	"0.747851786572117"	"O08873;A0A0G2KA27"	"O08873;A0A0G2KA27"	"MAP kinase-activating death domain protein"	"Madd"	"Madd"	"O08873"	1.0754924	1.73762575	0.340210836499967	-1.16859325	0.332003434170842	0.740421922096419	0.941075218370869
"1367"	2.156507	1.714119	1.707722	2.805164	2.301498	2.159378	2.492611	2.780205	2.120995	2.316456	1.738792	1.957357	""	""	""	""	""	""	"0"	"9734500000"	"81"	"0.536349713678014"	"-0.337544918060303"	"0.0785841270124788"	"0.0624780654907227"	"0.0485723328530119"	"O35077"	"O35077"	"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"	"Gpd1"	"Gpd1"	"O35077"	2.095878	2.433423	0.304494907599669	2.0334	0.83725541386904	0.728861793421684	0.977287668004742
"1368"	6.561768	4.352066	4.599129	6.903975	5.793352	5.634132	5.314096	7.259378	4.979996	4.486952	5.060064	4.480911	""	""	""	""	""	""	"0"	"104410000000"	"228"	"0.198985986130448"	"-0.396005630493164"	"0.595379851912779"	"0.852253437042236"	"0.508667803762956"	"O35078;A0A0G2JUK6"	"O35078;A0A0G2JUK6"	"D-amino-acid oxidase"	"Dao"	"Dao"	"O35078"	5.6042345	6.0002395	0.635165928652008	4.75198075	0.288064874311363	0.865155640374238	0.935381257290301
"1369"	4.641312	3.249664	2.977652	4.113771	3.25271	4.006872	3.093075	4.2124	3.984638	3.124088	4.746286	3.461481	""	""	""	""	""	""	"0"	"26850000000"	"141"	"0.0794922472853738"	"0.104335308074951"	"0.0564307527127943"	"-0.0835237503051758"	"-0.0548737530905721"	"O35115"	"O35115"	"Four and a half LIM domains protein 2"	"Fhl2"	"Fhl2"	"O35115"	3.74559975	3.64126425	0.83346581862368	3.82912325	0.878187700281487	0.953290667972844	0.977976567122244
"1370"	1.024776	1.249815	0.7727966	1.199606	1.589531	1.759836	1.379675	1.460915	0.7292843	1.011488	1.92831	1.171385	""	""	""	""	""	""	"0"	"4489500000"	"40"	"1.93040349578387"	"-0.485740661621094"	"0.212757879944896"	"-0.148368358612061"	"-0.116097154938572"	"O35142"	"O35142"	"Coatomer subunit beta"	"Copb2"	"Copb2"	"O35142"	1.0617484	1.54748925	0.0130672889515624	1.210116825	0.62160131187382	0.314377791777081	0.959121274377245
"1371"	3.796328	1.929871	2.380854	4.053038	3.288456	2.681276	2.642206	3.39695	2.759241	2.669378	4.015383	2.412376	""	""	""	""	""	""	"0"	"16650000000"	"74"	"0.0231066279007657"	"0.0378003120422363"	"0.0417254624568874"	"0.075927734375"	"0.0465046838658312"	"O35244"	"O35244"	"Peroxiredoxin-6"	"Prdx6"	"Prdx6"	"O35244"	3.04002275	3.002222	0.949358096678476	2.9640945	0.908883233824502	0.98531330208223	0.979033811709225
"1372"	-0.505724	-1.247719	-1.136059	-1.399382	-0.6108208	-0.4896049	-0.0673027	-0.6047554	-1.339092	-0.6503735	-0.1801052	-1.006536	""	""	""	""	""	""	"0"	"1167000000"	"20"	"1.43815824505905"	"-0.62909984588623"	"0.38370149756121"	"-0.278193950653076"	"-0.21130160030154"	"O35264"	"O35264"	"Platelet-activating factor acetylhydrolase IB subunit beta"	"Pafah1b2"	"Pafah1b2"	"O35264"	-1.072221	-0.44312095	0.0423050723346851	-0.794026675	0.415043635653013	0.479914886389024	0.941075218370869
"1373"	-2.289373	-1.965618	-1.300568	-2.881865	-2.479225	-2.408192	-2.848709	-2.67243	-1.670843	-2.25165	-1.785078	-1.652159	""	""	""	""	""	""	"0"	"419520000"	"6"	"0.693996431297772"	"0.492783069610596"	"0.318305953668103"	"-0.269423484802246"	"-0.198356864948708"	"O35274"	"O35274"	"Neurabin-2"	"Ppp1r9b"	"Ppp1r9b"	"O35274"	-2.109356	-2.602139	0.234351195011699	-1.8399325	0.493367517084975	0.693594920699038	0.941075218370869
"1374"	0.6615238	0.6603088	0.6669407	0.4300327	1.297665	1.361248	1.204887	0.6831284	0.9872742	0.6869049	0.7024956	0.8324394	""	""	""	""	""	""	"0"	"3572700000"	"50"	"1.74193275517386"	"-0.532030582427979"	"1.13876614460833"	"-0.197576999664307"	"-0.181117495702202"	"O35303"	"O35303"	"Dynamin-1-like protein"	"Dnm1l"	"Dnm1l"	"O35303"	0.6047015	1.1367321	0.0342563077552646	0.802278525	0.0740918045449803	0.448567318773103	0.760917847364041
"1375"	0.177887	0.77705	0.7660809	-0.01094437	1.081869	0.7887974	0.7118187	0.2836037	0.6457291	0.8701458	1.085056	0.8047504	""	""	""	""	""	""	"0"	"2740900000"	"22"	"0.507817482267592"	"-0.289003849029541"	"0.980305889898495"	"-0.423902034759521"	"-0.346925174954307"	"R9PXT6;O35346;A0A0G2KAT5"	"R9PXT6;O35346;A0A0G2KAT5"	"Focal adhesion kinase 1"	"Ptk2"	"Ptk2"	"R9PXT6"	0.4275183825	0.7165222	0.312233195660786	0.851420325	0.125827447762458	0.73096313401361	0.829944387677738
"1376"	-2.70878	-4.318924	-2.057749	-3.016983	-3.733985	-4.009147	-1.772049	-2.266516	-2.495472	-2.123838	-1.61381	-1.947893	""	""	""	""	""	""	"0.0004207"	"298970000"	"6"	"0.0383432381016094"	"-0.0801848769187927"	"0.988675818972302"	"-0.980355739593506"	"-0.649482461868605"	"Q6AZ23;O35397"	"Q6AZ23;O35397"	"Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11"	"Casp6"	"Casp6"	"Q6AZ23"	-3.025609	-2.94542425	0.915565253783736	-2.04525325	0.128903813513501	0.982217714866713	0.829944387677738
"1377"	3.531626	2.607468	3.358406	3.303713	3.802574	3.593401	3.49148	3.692242	2.967863	2.721653	3.466562	3.044552	""	""	""	""	""	""	"0"	"18722000000"	"69"	"1.0801633336692"	"-0.444621086120605"	"0.237630757747293"	"0.150145530700684"	"0.11956434229572"	"O35509;A0A0G2JZR4;P62494;B5DEP2"	"O35509;A0A0G2JZR4;P62494"	"Ras-related protein Rab-11B;Ras-related protein Rab-11A"	"Rab11b;Rab11a"	"Rab11b"	"O35509"	3.20030325	3.64492425	0.11340354201289	3.0501575	0.580045050342425	0.596634260099064	0.950957378226993
"1378"	1.909956	-0.9351482	0.4675407	2.041285	1.148174	1.259466	1.538519	2.038044	1.461914	-0.1369267	1.576931	-0.174427	""	""	""	""	""	""	"0"	"5131100000"	"51"	"0.373646312008998"	"-0.625142574310303"	"0.0801127896203593"	"0.189035415649414"	"0.10213472205722"	"O35567"	"O35567"	"Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase"	"Atic"	"Atic"	"O35567"	0.870908375	1.49605075	0.445172664141411	0.681872825	0.832431573226788	0.789734836659439	0.977287668004742
"1379"	1.613232	2.240616	2.535965	1.559441	2.519514	2.781536	2.98241	2.593409	2.702358	2.708601	2.059866	1.576475	""	""	""	""	""	""	"0"	"9464800000"	"85"	"1.50915605889107"	"-0.731904029846191"	"0.319105541907085"	"-0.274511814117432"	"-0.201214295851321"	"O35796"	"O35796"	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	"C1qbp"	"C1qbp"	"O35796"	1.9873135	2.71921725	0.047412691754162	2.261825	0.480121096203915	0.491631820375549	0.941075218370869
"1380"	3.269888	3.022303	2.338631	2.66128	2.980864	3.352009	3.423283	3.558685	3.131897	3.153709	3.476625	2.539854	""	""	""	""	""	""	"0"	"17016000000"	"143"	"1.10557807476392"	"-0.505684852600098"	"0.391718856175004"	"-0.252496242523193"	"-0.196886359493175"	"R9PXW7;O35814"	"R9PXW7;O35814"	"Stress-induced-phosphoprotein 1"	"Stip1"	"Stip1"	"R9PXW7"	2.8230255	3.32871025	0.0883288823592837	3.07552125	0.405838596802769	0.578308821446755	0.941075218370869
"1381"	-0.3781948	1.502918	0.5614891	0.09863281	1.74033	0.2714272	1.032784	-0.646368	0.7698803	-0.1047192	0.3083477	0.5568676	""	""	""	""	""	""	"0"	"2682400000"	"19"	"0.0853806305090134"	"-0.153331756591797"	"0.0503736199693116"	"0.0636172294616699"	"0.0440904189494928"	"Q5M9H7;O35824"	"Q5M9H7;O35824"	"DnaJ homolog subfamily A member 2"	"Dnaja2"	"Dnaja2"	"Q5M9H7"	0.4462112775	0.5995433	0.821958971160803	0.3825941	0.892329644147604	0.949684948542163	0.977976567122244
"1382"	-0.4893799	0.196928	-0.05493164	0.5742397	0.07730103	0.4441528	0.7523556	0.4563313	-0.4990959	1.063036	-0.1870041	-0.6357365	""	""	""	""	""	""	"0"	"2232000000"	"25"	"0.69398894955058"	"-0.375821113586426"	"0.0995776745308375"	"0.121414184570313"	"0.0838967300180657"	"O35889;F1LT10"	"O35889;F1LT10"	"Afadin"	"Mllt4"	"Mllt4"	"O35889"	0.05671404	0.4325351825	0.211711599744214	-0.064700125	0.797301627278304	0.671682509691541	0.972188274958594
"1383"	-0.7890949	-4.051449	-1.554718	-1.048468	-2.101582	-2.359039	-4.848507	-4.409964	-4.762993	-2.195356	-2.811975	-3.38942	""	""	""	""	""	""	"0"	"443950000"	"4"	"0.753443058259189"	"1.56884062290192"	"0.759346514721282"	"1.42900395393372"	"0.741647770039256"	"O35956"	"O35956"	"Solute carrier family 22 member 6"	"Slc22a6"	"Slc22a6"	"O35956"	-1.860932475	-3.429773	0.176629540611398	-3.289936	0.178435815756563	0.653764872807266	0.849705646679399
"1384"	-3.762535	-5.640533	-5.310495	-4.609161	-4.314716	-4.701876	-4.868664	-2.149084	-1.875389	-3.044396	-2.281698	-2.290388	""	""	""	""	"+"	""	"0"	"112890000"	"2"	"0.497231962188826"	"-0.822095811367035"	"2.65225941921579"	"-2.45771318674088"	"-1.65820675485907"	"O54772"	"O54772"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2"	"Smarcd2"	"Smarcd2"	"O54772"	-4.830681	-4.008585	0.324370677260611	-2.37296775	0.00413226359551558	0.734739187225016	0.51261817340159
"1385"	-2.740274	-2.73166	-2.630672	-2.925148	-2.537519	-2.180611	-2.603195	-2.324156	-5.382196	-2.821842	-4.285232	-3.275393	""	""	""	""	""	""	"0"	"260730000"	"4"	"1.62229886720182"	"-0.345568478107452"	"1.07491257282828"	"1.18422698974609"	"0.752975158178416"	"O54922"	"O54922"	"Exocyst complex component 7"	"Exoc7"	"Exoc7"	"O54922"	-2.7569385	-2.41137025	0.0294899380261506	-3.94116575	0.128464679986774	0.42429501449312	0.829944387677738
"1386"	-1.30978	-4.421509	-4.886093	-1.60577	-2.256605	-3.590243	-5.042042	-2.814089	-3.699358	-3.269207	-4.407787	-3.66728	""	""	""	""	""	""	"0"	"259760000"	"5"	"0.124973800025801"	"0.369956851005554"	"0.309836487280738"	"0.705119967460632"	"0.35991549821786"	"W0UVG1;O55004"	"W0UVG1;O55004"	"Ribonuclease 4"	"Rnase4"	"Rnase4"	"W0UVG1"	-3.055788	-3.42574475	0.751742993960797	-3.760908	0.509850956597929	0.919657446724006	0.941075218370869
"1387"	1.781416	0.9473972	0.3172054	0.4765282	0.8061314	0.8314304	1.012947	1.628172	0.3298378	0.946085	1.127077	0.1745663	""	""	""	""	""	""	"0"	"3578400000"	"32"	"0.195818892424435"	"-0.189033508300781"	"0.237860216682058"	"0.236245155334473"	"0.168492679201198"	"O55096"	"O55096"	"Dipeptidyl peptidase 3"	"Dpp3"	"Dpp3"	"O55096"	0.8806367	1.0696702	0.641163725654454	0.644391525	0.580614066044965	0.865155640374238	0.950957378226993
"1388"	-1.789221	0.1774158	0.767107	-1.831089	-0.07909584	-0.3862095	-0.8104496	-1.279152	-1.991999	0.2494488	-2.387249	-0.6130276	""	""	""	""	""	""	"0"	"1131900000"	"14"	"0.0142005437527423"	"-0.0302200317382813"	"0.229578399237626"	"0.516759872436523"	"0.271020859596098"	"O55159"	"O55159"	"Epithelial cell adhesion molecule"	"Epcam"	"Epcam"	"O55159"	-0.6689468	-0.638726735	0.968535885990361	-1.1857067	0.589582786287731	0.99556872362812	0.950957378226993
"1389"	-0.3476868	-1.539408	-1.650509	-0.6520119	-1.383739	-0.7314796	-1.93784	-0.2500954	-0.9801731	-1.565224	-1.683043	-1.346855	""	""	""	""	""	""	"0"	"1055700000"	"10"	"0.0196535561696375"	"0.0283846855163574"	"0.431089788390908"	"0.346419811248779"	"0.255093127254482"	"O55215;P27952;A0A0G2KB28;D3ZIY7;M0RAJ8;E9PT76;D3ZQW7;D3ZT78;D3ZAS1"	"O55215;P27952;A0A0G2KB28;D3ZIY7;M0RAJ8;E9PT76;D3ZQW7;D3ZT78"	"40S ribosomal protein S2"	"Rps2-ps6;Rps2;LOC688473"	"Rps2-ps6"	"O55215"	-1.047403925	-1.0757885	0.955787480143913	-1.393823775	0.384405126625269	0.987814959099942	0.941075218370869
