527_RG_Benzing_Rinschen_150523_TQ_S01	527_RG_Benzing_Rinschen_150523_TQ_S02	527_RG_Benzing_Rinschen_150523_TQ_S07	527_RG_Benzing_Rinschen_150523_TQ_S08	527_RG_Benzing_Rinschen_150523_TQ_S09	527_RG_Benzing_Rinschen_150523_TQ_S10	527_RG_Benzing_Rinschen_150523_TQ_S15	527_RG_Benzing_Rinschen_150523_TQ_S16	527_RG_Benzing_Rinschen_150523_TQ_S17	527_RG_Benzing_Rinschen_150523_TQ_S18	527_RG_Benzing_Rinschen_150523_TQ_S23	527_RG_Benzing_Rinschen_150523_TQ_S24	724_RG_Rinschen_Schermer_150624_C1_01	724_RG_Rinschen_Schermer_150624_C2_02	724_RG_Rinschen_Schermer_150624_C3_03	724_RG_Rinschen_Schermer_150624_C4_04	724_RG_Rinschen_Schermer_150624_PAN_1_05	724_RG_Rinschen_Schermer_150624_PAN_2_06	724_RG_Rinschen_Schermer_150624_PAN_3_07	724_RG_Rinschen_Schermer_150624_PAN_4_08	Q-value	Intensity	MS/MS Count	Protein IDs	Majority protein IDs	Protein names	Gene names	PDB
24.79714	24.57871	24.66785	24.45501	23.95908	24.26098	23.94038	24.27006	24.21867	24.82002	24.54433	24.39872	26.17974	25.415	25.6282	24.97828	25.62296	25.84139	25.71075	25.9882	0	2869300000	46	Q53XM7;O95292;Q6ZSP7;B3KVU7;E5RK64;B4DNS4;Q6ZR82;Q59EZ6	Q53XM7;O95292;Q6ZSP7;B3KVU7	Vesicle-associated membrane protein-associated protein B/C	VAPB	2MDK;3IKK
23.13311	23.16566	23.77736	23.92687	22.70195	22.55969	22.45721	23.02771	22.56155	23.00987	22.60146	22.47714	25.10278	24.90104	25.30536	25.21097	25.0549	25.01576	24.97172	24.59935	0	2062000000	36	O95295	O95295	SNARE-associated protein Snapin	SNAPIN	
27.89099	27.72051	27.89446	27.70859	27.59925	28.02944	28.09114	28.11535	27.85162	27.68311	27.82869	27.97043	29.25302	29.19115	29.28707	29.13638	29.37125	29.35737	29.24593	29.20772	0	42479000000	252	O95336;M0R261;M0R1L2;M0R0U3	O95336;M0R261;M0R1L2	6-phosphogluconolactonase	PGLS	
25.87617	25.38314	25.69495	25.78798	25.95167	25.52094	25.17043	25.54975	25.58497	25.12167	25.91011	24.77972	26.50664	26.90793	26.90679	26.67357	26.77493	26.81653	27.03633	27.27923	0	8210600000	65	O95372;Q5QPQ0;Q5QPQ1;Q5QPQ3;Q5QPQ2;Q5QPN5;E7EPS4;Q5QPN9	O95372;Q5QPQ0;Q5QPQ1	Acyl-protein thioesterase 2	LYPLA2	
27.13389	27.62617	26.26926	27.37634	27.13516	26.56349	26.58147	26.54525	25.06349	24.83171	24.90003	23.03631	25.79858	25.7232	24.95894	25.33159	25.67968	25.39777	25.69051	26.06766	0	6116200000	96	O95373;B3KQG6;B3KNG9;E9PLJ0;Q59F59	O95373;B3KQG6	Importin-7	IPO7	
24.01623	24.04752	24.09426	23.77886	23.76334	23.86863	24.03834	23.84508	23.89365	23.70012	23.85852	24.06513	22.71774	21.31639	22.65426	22.63059	23.45939	23.30727	21.93076	21.88878	0	511910000	12	Q59HA2;Q6IBL8;Q53ET9;O95376;B3KMG5	Q59HA2;Q6IBL8;Q53ET9;O95376;B3KMG5	E3 ubiquitin-protein ligase ARIH2	ARIH2	
22.96429	21.62607	22.20379	23.57231	23.01018	22.26835	22.93073	20.19948	21.42052	22.34794	21.1863	22.12424	23.51857	22.77742	23.17898	23.26428	23.64328	23.28926	23.48284	23.83981	0	740890000	8	O95396	O95396	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	MOCS3	3I2V
24.96292	24.9679	25.00453	24.42963	24.2599	24.68977	24.17104	24.14717	24.01861	23.26861	24.43911	25.6104	26.9812	27.46115	27.13634	26.91034	26.58219	26.84721	26.87173	26.52284	0	7755800000	105	O95425	O95425	Supervillin	SVIL	2K6M;2K6N
26.80514	26.64417	26.51889	26.96202	26.57162	26.23422	26.75328	26.87526	26.78107	26.86408	27.00507	26.85317	27.37642	26.96631	26.25131	25.8266	26.40691	26.41758	26.38691	26.2809	0	7779100000	126	O95433;G3V438;H0YJU2;H0YJG7;G3V3W9;H0YJG6;H0YJ63	O95433;G3V438	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1	1X53
25.70451	26.27201	25.86214	25.7155	25.80779	25.81365	25.67627	25.69224	25.60558	25.92123	25.8754	25.55051	25.62425	25.90244	25.52352	25.50361	25.57231	25.40695	25.11358	25.29309	0	3757400000	68	O95456;B2RD51;F8WBH7	O95456;B2RD51	Proteasome assembly chaperone 1	PSMG1	
24.6002	24.83706	23.33361	23.41841	24.13634	24.74006	23.26542	23.48653	23.92985	22.87045	20.7119	21.19184	22.75379	23.55906	23.65611	23.66405	22.98356	22.69601	22.92011	19.70918	0	649110000	18	Q5J7U2;O95478;H0YAI9	Q5J7U2;O95478;H0YAI9	Ribosome biogenesis protein NSA2 homolog	CDK105;NSA2	
25.44601	25.20008	25.45585	25.40831	24.56186	24.88851	24.57306	24.54898	24.19475	25.13673	24.62076	21.7129	25.79558	25.71385	25.64919	25.84683	25.21623	25.67136	25.62213	25.67801	0	3226300000	64	O95487;B4DTM6;B4E2E1	O95487;B4DTM6;B4E2E1	Protein transport protein Sec24B	SEC24B	3EH1
25.95378	25.99863	26.03063	26.05575	25.6699	26.13391	26.42434	26.66628	26.62881	25.92359	26.65813	26.89735	28.46758	28.61439	28.47877	28.41418	28.68936	28.68712	28.95571	28.57715	0	24520000000	156	O95571;M0QXB5;B2RCZ7;M0QY80;M0QX80	O95571;M0QXB5;B2RCZ7	"Persulfide dioxygenase ETHE1, mitochondrial"	ETHE1	
25.2651	25.1332	25.48438	25.29137	25.16776	25.07202	25.36286	25.45685	25.29169	25.36128	25.4588	25.64069	25.72213	25.35505	25.35067	24.21416	25.2617	25.17371	24.93679	25.74455	0	2900900000	69	O95630;C9JK83;B5M0B6;F5H5B9;C9JEK5;C9JZ93	O95630;C9JK83;B5M0B6;F5H5B9	STAM-binding protein	STAMBP	2XZE;3RZU;3RZV
23.9693	23.83374	24.02572	23.9589	24.08464	24.08845	24.23089	24.23878	24.0446	22.53739	24.19603	24.35508	22.69461	22.72468	22.75484	22.73157	21.96651	21.95153	19.77281	21.4103	0	386950000	30	O95639;B7Z7B0;C9JEV9;H7C419;C9K0K2;H7C016;F8WEL7	O95639;B7Z7B0;C9JEV9;H7C419	Cleavage and polyadenylation specificity factor subunit 4	CPSF4	2D9N;2RHK
24.08643	23.6138	24.13555	23.64911	21.63979	22.19632	23.26828	21.65892	20.94345	24.0719	22.27526	21.47315	23.92252	23.92723	23.74653	24.18715	24.2776	23.86051	24.09467	23.98207	0	1275600000	15	O95671;B4DRF1;B3KM43;E7ER97;B4DN81	O95671;B4DRF1;B3KM43;E7ER97;B4DN81	N-acetylserotonin O-methyltransferase-like protein	ASMTL	2P5X
22.90401	21.50733	20.42337	20.94618	22.71376	21.25583	23.02379	21.15274	21.38945	22.93512	22.21882	21.49711	23.71837	23.47544	23.48099	23.68282	23.50676	23.74129	23.39767	23.24458	0	670770000	22	Q86X09;O95685	Q86X09;O95685	Protein phosphatase 1 regulatory subunit 3;Protein phosphatase 1 regulatory subunit 3D	PPP1R3D	
25.21186	25.65007	25.97231	25.99542	25.5285	25.63195	25.78728	25.93584	25.68483	25.85181	26.02193	26.10715	26.11235	26.45273	26.17049	26.09732	26.15318	26.06706	26.08264	26.07353	0	5136700000	95	O95721;C9JAF7	O95721;C9JAF7	Synaptosomal-associated protein 29;Synaptosomal-associated protein	SNAP29	
26.10947	26.1143	26.28378	26.49265	25.3979	25.82287	26.03324	26.02568	25.73009	23.83345	26.10695	25.47017	29.47752	29.3327	29.31536	29.25316	29.00504	29.10142	28.87909	28.83256	0	32940000000	252	O95757;Q53ZP9;E7ES43;E9PDE8;B4DXT2;B4DZR0;B3KNM0;D6RJ96	O95757;Q53ZP9;E7ES43;E9PDE8;B4DXT2;B4DZR0;B3KNM0;D6RJ96	Heat shock 70 kDa protein 4L	HSPA4L	
27.11476	26.34155	26.11763	26.68057	25.58294	25.60642	24.95673	24.66074	23.50482	22.05517	23.67831	21.63644	29.13043	29.15323	29.17536	29.22421	29.21454	28.7387	29.4313	28.95834	0	32967000000	265	O95782;Q8N9K4;B4DXJ6;M0R2D9;E9PPY8;Q9UFK5	O95782;Q8N9K4	AP-2 complex subunit alpha-1	AP2A1	
22.85447	21.27227	19.68144	22.95965	22.65079	21.51636	22.27236	22.95789	22.78963	24.03152	22.32315	22.04771	23.05887	22.82218	21.31345	21.28436	22.76385	22.95028	21.45703	22.69023	0	333820000	12	O95801;Q5TA95	O95801;Q5TA95	Tetratricopeptide repeat protein 4	TTC4	
26.62742	26.91376	26.32347	27.21863	26.08539	26.80624	27.01105	26.98555	26.94615	26.51184	27.01425	27.44198	27.37981	27.34934	26.74085	27.11694	27.36745	27.2649	27.59221	27.3368	0	14078000000	130	O95816;B4DXE2;B3KM36;B3KN59;A2A296	O95816;B4DXE2;B3KM36;B3KN59	BAG family molecular chaperone regulator 2	BAG2	
26.67681	26.98566	27.42446	27.41514	26.61933	26.81629	27.2141	27.43865	26.74317	25.93737	27.13487	27.30982	27.68986	27.94319	27.9843	27.94296	28.21438	28.16082	28.21304	28.13531	0	17837000000	223	O95817;C9JFK9	O95817	BAG family molecular chaperone regulator 3	BAG3	
24.80528	24.96943	25.24688	24.89606	24.48542	24.9004	25.3003	24.84785	24.89888	25.23272	25.13622	25.49616	26.144	25.59126	25.82206	25.49351	25.85053	26.1902	26.07926	26.04164	0	4301200000	67	O95825;A6NMA8;A6NND8;A6NHJ8;C9K0F7;C9JAL0;F8WF64;C9JZK8;C9JQD0;H7C3I5;H7C3S0;H7C0X3;H7C338	O95825;A6NMA8;A6NND8;A6NHJ8;C9K0F7;C9JAL0;F8WF64;C9JZK8;C9JQD0;H7C3I5	Quinone oxidoreductase-like protein 1	CRYZL1	
25.02783	25.09644	25.03234	24.98089	25.14826	25.19374	24.78447	24.45067	25.25645	25.2531	25.62344	25.27078	26.15354	25.53282	25.63245	25.2754	25.88334	25.64754	25.96611	25.94069	0	4660200000	72	O95831;E9PMA0;Q5RZ99;Q5RZA0	O95831;E9PMA0	"Apoptosis-inducing factor 1, mitochondrial"	AIFM1	1M6I;4FDC;4LII
26.60978	26.64169	26.94704	26.9419	25.8436	26.62268	26.59634	26.30304	26.29534	26.19167	26.97312	26.45568	28.14584	28.42097	27.8896	28.13658	28.14195	28.13237	28.31734	28.47595	0	20394000000	172	V9HWF9;O95861;A6NF51;B7Z9J7;F8W1J0;F8VZG4;F8VVW8;F8VRY7	V9HWF9;O95861;A6NF51;B7Z9J7	"3(2),5-bisphosphate nucleotidase 1"	BPNT1	2WEF
25.09527	25.44022	25.58271	25.47769	25.26735	25.50149	25.93962	25.97603	25.86613	24.96389	26.0344	26.02606	26.30914	26.60088	26.78905	26.80292	26.46223	26.6979	26.63962	26.65417	0	6845300000	121	V9HW53;O95865;Q5SSV3;Q5SRR8;H0Y7N1	V9HW53;O95865;Q5SSV3;Q5SRR8;H0Y7N1	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2"	DDAH2	
27.30895	27.66499	26.91068	27.07173	27.58957	27.58219	27.27329	27.33671	27.40981	27.11942	27.6392	28.2483	25.84242	26.06231	26.17912	25.98748	26.03877	26.3555	26.42419	25.91588	0	7649900000	128	O95881;V9GY50;V9GYV4	O95881	Thioredoxin domain-containing protein 12	TXNDC12	1SEN;2K8V
23.5636	23.52815	23.66655	23.77082	23.51821	23.85937	23.50809	23.57034	23.26026	23.42982	23.75735	23.67163	22.67667	23.42547	23.73665	21.81882	22.99591	21.92636	22.72424	23.2096	0	499380000	21	O95926;B2RBX8;B4E0Y8	O95926;B2RBX8;B4E0Y8	Pre-mRNA-splicing factor SYF2	SYF2	
23.65119	23.55824	23.95411	23.97123	23.50385	23.45926	23.42662	23.45312	23.22394	23.5302	23.55473	23.68303	21.64232	22.8252	21.84575	22.64442	21.58972	22.72908	23.23845	22.58566	0	535600000	19	O95983;B3KMA8;K7EIE8;J3KSA7	O95983;B3KMA8;K7EIE8	Methyl-CpG-binding domain protein 3	MBD3	2MB7
22.84173	22.72486	23.83509	23.08999	21.54445	22.13643	22.24283	20.12781	22.00174	24.09911	21.07118	22.53209	22.66649	21.65216	22.66803	23.13803	22.90554	22.96272	22.62071	21.82574	0	137980000	6	Q2VPE7;Q6IAL9;O95997;C4TNW4	Q2VPE7;Q6IAL9;O95997;C4TNW4	Securin	PTTG1	
24.01962	24.38245	24.2732	24.46744	23.98911	24.31541	24.30549	24.3662	24.49473	23.84196	24.70108	24.96521	24.46967	24.65371	24.61465	24.79179	24.3678	24.33108	24.49051	23.84105	0	2059700000	34	O95999;A2TDT2	O95999;A2TDT2	B-cell lymphoma/leukemia 10	BCL10	2MB9
27.70213	27.58391	27.97853	27.80882	27.39673	27.84194	27.92042	27.92959	27.7483	27.1211	27.80741	28.03092	27.03496	26.70636	26.43173	26.60894	26.56462	26.85555	26.68499	26.99162	0	9660800000	183	Q6FI97;O96019;Q53FS0;D3DNS0;H7C5S0;C9JQT2;O94805	Q6FI97;O96019;Q53FS0;D3DNS0	Actin-like protein 6A	BAF53A;ACTL6A	
23.62678	23.52385	21.77127	21.37211	23.42252	23.45098	22.28098	23.14179	23.64548	23.90464	21.76143	20.95901	22.18349	22.29722	23.15966	21.19226	22.66087	21.54702	21.86833	22.8452	0	178810000	7	O96028;Q05CW4;D6R9V2;H0Y9L4;D6RIS1	O96028;Q05CW4	Histone-lysine N-methyltransferase NSD2	WHSC1	
23.23008	23.43517	23.7124	20.12145	23.43517	23.00726	23.16481	23.08599	24.24706	22.33361	24.01129	24.21808	23.85643	21.76051	23.50349	24.08675	23.30786	24.51214	23.90279	24.09925	0	1352400000	21	P00167;Q59F44;J3KNC7	P00167;Q59F44	Cytochrome b5	CYB5A	2I96
32.74148	32.62015	32.94555	32.32421	32.61318	32.57993	32.84251	32.81868	32.07272	32.11592	32.34747	32.11586	31.48054	31.37135	31.33122	31.44233	31.27025	31.23957	31.18966	31.71412	0	3.4621E+11	635	V9HWB9;P00338;B4DJI1;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5H8H6;F5GXC7;F5GWW2;F5GXU1;F5H5G7;F5H155;G3XAP5;F5H245;P07864;G9BCY8;G9BCY7;D6NKH9	V9HWB9;P00338;B4DJI1	L-lactate dehydrogenase A chain;L-lactate dehydrogenase	LDHA	1I10;4AJP;4JNK;4L4R;4L4S;4M49
27.25737	26.88413	27.38837	27.4219	25.97826	25.62528	25.97342	25.77781	27.38591	26.52003	27.49595	26.29321	27.70504	28.06286	28.08548	28.05693	28.29351	27.96922	28.24282	28.4277	0	19117000000	156	V9HW90;P00390;H0YBD4;H0YC68;E5RI06;Q03504	V9HW90;P00390;H0YBD4	"Glutathione reductase, mitochondrial"	GSR	1ALG;1BWC;1DNC;1GRA;1GRB;1GRE;1GRF;1GRG;1GRH;1GRT;1GSN;1K4Q;1XAN;2AAQ;2GH5;2GRT;3DJG;3DJJ;3DK4;3DK8;3DK9;3GRS;3GRT;3SQP;4GR1;4GRT;5GRT
29.58352	30.11297	29.85004	29.62709	29.31363	29.66892	29.38568	29.82135	29.58689	28.8864	30.53779	29.79823	28.04776	28.17493	28.92858	28.42258	28.38644	28.5007	28.60844	28.60848	0	34471000000	205	V9HWC9;P00441;H7BYH4;W8Q444;X5CN18;X5CHU1;A1YYW4;X5D5A9;X5D3G4	V9HWC9;P00441;H7BYH4	Superoxide dismutase [Cu-Zn]	SOD1	1AZV;1BA9;1DSW;1FUN;1HL4;1HL5;1KMG;1L3N;1MFM;1N18;1N19;1OEZ;1OZT;1OZU;1P1V;1PTZ;1PU0;1RK7;1SOS;1SPD;1UXL;1UXM;2AF2;2C9S;2C9U;2C9V;2GBT;2GBU;2GBV;2LU5;2NNX;2R27;2V0A;2VR6;2VR7;2VR8;2WKO;2WYT;2WYZ;2WZ0;2WZ5;2WZ6;2XJK;2XJL;2ZKW;2ZKX;2ZKY;3CQP;3CQQ;3ECU;3ECV;3ECW;3GQF;3GTV;3GZO;3GZP;3GZQ;3H2P;3H2Q;3HFF;3K91;3KH3;3KH4;3LTV;3QQD;3RE0;3T5W;4A7G;4A7Q;4A7S;4A7T;4A7U;4A7V;4B3E;4BCY;4BCZ;4BD4;4FF9;4NIN;4NIO;4NIP;4SOD
28.12539	27.37617	27.33986	27.67182	26.23107	25.51388	25.55508	25.3946	27.47839	25.09136	27.79067	24.33899	26.36731	26.05598	25.86117	26.23456	26.68472	25.72213	25.95294	26.2784	0	6573700000	118	V9HWH6;P00491;Q8N7G1;Q9P1G4;G3V5M2;G3V2H3;G3V393	V9HWH6;P00491;Q8N7G1;Q9P1G4	Purine nucleoside phosphorylase	PNP	1M73;1PF7;1PWY;1RCT;1RFG;1RR6;1RSZ;1RT9;1ULA;1ULB;1V2H;1V3Q;1V41;1V45;1YRY;2A0W;2A0X;2A0Y;2OC4;2OC9;2ON6;2Q7O;3BGS;3D1V;3GB9;3GGS;3INY;3K8O;3K8Q;3PHB;4EAR;4EB8;4ECE;4GKA
27.63996	27.98891	27.85412	28.0726	27.68632	27.81342	28.1504	28.21854	27.8337	27.70583	27.7497	27.93286	25.8793	25.97657	26.10791	25.91493	26.38535	26.27977	26.30692	26.94112	0	10982000000	171	Q6LET3;P00492	Q6LET3;P00492	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	1BZY;1D6N;1HMP;1Z7G;2VFA;3GEP;3GGC;3GGJ;4IJQ;4KN6
32.60441	32.85838	32.99135	32.91759	32.82983	32.95785	33.21067	33.16338	32.95039	32.79366	33.04791	33.3598	32.93982	32.68975	32.92974	32.96484	32.89	32.96024	33.02536	33.09223	0	6.7181E+11	1833	V9HWF4;P00558;B7Z7A9;B4E1H9;E7ERH5;B4DHB3;B4DHM5;B4DWQ3;P07205;V9HW85;Q16444	V9HWF4;P00558;B7Z7A9;B4E1H9;E7ERH5;B4DHB3	Phosphoglycerate kinase 1;Phosphoglycerate kinase	PGK1	2WZB;2WZC;2WZD;2X13;2X14;2X15;2XE6;2XE7;2XE8;2Y3I;2YBE;2ZGV;3C39;3C3A;3C3B;3C3C;3ZOZ;4AXX
27.27551	26.95859	27.56471	27.6977	27.41127	27.26785	27.71588	27.68686	27.39852	27.30913	27.50862	27.53905	28.55139	28.55512	28.58971	28.67845	28.76932	29.00985	29.00739	29.03677	0	32204000000	282	Q6FGX9;P00568;Q5T9B7;Q53EY8;H0Y4J6;H0YID2	Q6FGX9;P00568;Q5T9B7;Q53EY8;H0Y4J6	Adenylate kinase isoenzyme 1	AK1	1Z83;2C95
21.30955	20.98674	23.82138	21.70417	22.25869	21.11901	22.21835	21.72152	21.79058	22.40886	21.18713	21.56312	23.01752	22.6893	22.485	22.92034	23.3048	22.7292	23.17486	23.10514	0	443380000	10	V9HWA9;P01024;B4E216;M0QXZ3	V9HWA9;P01024;B4E216	Complement C3;Complement C3 beta chain;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	1C3D;1GHQ;1W2S;2A73;2A74;2GOX;2HR0;2I07;2ICE;2ICF;2NOJ;2QKI;2WII;2WIN;2WY7;2WY8;2XQW;2XWB;2XWJ;3D5R;3D5S;3G6J;3L3O;3L5N;3NMS;3OED;3OHX;3OXU;3RJ3;3T4A;4HW5;4HWJ;4I6O;4M76
20.05344	22.395	21.95636	22.5846	21.34864	21.93931	22.60383	21.5741	23.19807	22.17707	23.03443	23.46001	23.70398	24.34645	24.21941	23.94351	23.94163	24.39264	24.69535	24.41905	0	1258300000	15	P01034	P01034	Cystatin-C	CST3	1G96;1R4C;1TIJ;3GAX;3NX0;3PS8;3QRD;3S67;3SVA
24.58612	24.77505	24.03053	23.78935	25.29911	25.58534	25.06858	24.36266	24.85738	22.94293	24.85923	26.92343	22.00434	23.68539	23.32828	23.37544	22.76104	23.82396	23.87549	23.35515	0	989210000	40	P02452;Q6LAN8;H9C5C5;I3L3H7	P02452	Collagen alpha-1(I) chain	COL1A1	1Q7D;2LLP;3EJH;3GXE
27.48431	26.96807	26.79885	26.95649	26.7179	26.72455	26.55685	26.31754	26.7166	27.04895	26.45092	26.94268	26.73001	26.72351	26.83882	27.03496	26.52081	26.54699	26.61386	26.76142	0	7754800000	110	P02462;A9LSU1;Q59F15;P29400;A7MBN3;B4DFF0;F5H5K0;A5PKV2	P02462;A9LSU1;Q59F15	Collagen alpha-1(IV) chain;Arresten	COL4A1	1LI1
26.52028	26.67694	26.40066	26.58821	25.97347	26.41317	26.59135	26.75799	26.2222	22.64836	26.36781	25.70118	29.10964	29.45274	29.85721	29.81176	29.52333	29.81329	30.18966	30.22009	0	57274000000	266	V9HW27;P02511;E9PR44;E9PJL7;C3VMY8;E9PRA8;B4DIA6;A0A024R3B9;E9PNH7;E9PS12;E9PRS4;H0YCW8	V9HW27;P02511;E9PR44;E9PJL7;C3VMY8;E9PRA8;B4DIA6;A0A024R3B9;E9PNH7	Alpha-crystallin B chain	CRYAB	2KLR;2WJ7;2Y1Y;2Y1Z;2Y22;2YGD;3L1G;3SGM;3SGN;3SGO;3SGP;3SGR;3SGS;4M5S;4M5T
32.15412	32.05637	32.19938	32.30647	31.99611	32.11269	32.16917	32.30718	32.32155	32.33724	32.4903	32.84264	30.96884	31.11787	31.14498	31.06156	31.31068	31.38566	31.44268	31.43276	0	2.6897E+11	1501	P02545;Q5I6Y5	P02545;Q5I6Y5	Prelamin-A/C;Lamin-A/C	LMNA	1IFR;1IVT;1X8Y;2XV5;2YPT;3GEF;3V4Q;3V4W;3V5B
21.64305	23.16106	21.36288	21.64477	25.37839	24.48928	25.05681	23.66243	24.33074	23.43718	24.63666	26.57249	23.92766	23.87736	21.22172	22.00734	21.32549	23.72318	22.87767	24.14102	0	619260000	14	Q5VY30;P02753	Q5VY30;P02753	Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)	RBP4	1BRP;1BRQ;1JYD;1JYJ;1QAB;1RBP;1RLB;2WQ9;2WQA;2WR6;3BSZ;3FMZ
22.52733	22.32446	21.12641	21.6628	23.07454	22.87639	23.03068	22.69198	21.46791	22.80945	22.4246	24.7546	23.23731	21.71189	22.03352	22.16658	21.85564	22.87173	21.84289	21.80004	0	76030000	7	Q9BS19;P02790;B7Z8Q4	Q9BS19;P02790	Hemopexin	HPX	
31.31538	31.27392	31.23501	31.78597	31.8688	31.05194	30.86791	31.25895	31.63595	31.59628	31.84082	32.33509	32.08249	32.16944	31.63539	31.35914	31.90939	31.22072	31.5752	30.93874	0	1.7729E+11	232	P02795;H3BSP9	P02795	Metallothionein-2	MT2A	1MHU;2MHU
26.57531	26.62171	26.55324	26.60583	26.39388	26.22371	25.95759	26.59278	26.97246	26.13835	27.21799	26.31714	26.16768	26.44861	26.40294	26.40568	26.55868	26.30895	26.46888	26.18626	0	6789300000	114	P04040;B4DWK8;Q8TAK2	P04040;B4DWK8	Catalase	CAT	1DGB;1DGF;1DGG;1DGH;1F4J;1QQW
21.5834	22.11455	21.85108	21.70839	21.85721	21.32054	22.19937	21.09254	22.22001	22.8553	21.13511	21.26056	24.44063	24.16691	24.10869	23.99309	24.41474	24.70636	25.17432	25.74602	0	1588700000	15	P04066;B7Z362	P04066	Tissue alpha-L-fucosidase	FUCA1	
33.28981	33.1861	33.50154	33.40831	33.22992	33.29762	33.55899	33.52461	33.52566	33.38715	33.58956	33.67703	33.72487	33.66956	33.70151	33.71416	33.70481	33.64667	33.66193	33.61708	0	9.7387E+11	1800	V9HWN7;P04075;J3KPS3;H3BQN4;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68;A4UCT0	V9HWN7;P04075;J3KPS3;H3BQN4;H3BUH7	Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase	ALDOA	1ALD;2ALD;4ALD
25.83624	25.68464	25.39008	25.84014	25.0542	23.82055	23.38614	24.46793	23.87436	23.40252	24.49924	20.19532	25.00432	24.69901	24.69673	25.23363	25.05474	24.64724	24.39591	24.32553	0	2305800000	32	Q76LA1;P04080	Q76LA1;P04080	Cystatin-B	CSTB	1STF;2OCT;4N6V
31.52571	31.34673	31.65762	31.57479	31.36599	31.49962	31.63166	31.58204	31.26187	31.63668	31.26125	31.54752	31.80989	31.8543	31.7701	31.90598	31.8811	31.90451	32.0229	32.42522	0	2.8598E+11	1023	Q5TZZ9;P04083;B5BU38;B4DL19;Q5T3N1;Q5T3N0;Q05BR2	Q5TZZ9;P04083;B5BU38;B4DL19	Annexin;Annexin A1	ANXA1	1AIN;1BO9;1QLS
21.60151	21.24218	21.71976	20.82595	21.62321	20.01503	21.10476	23.44661	21.39551	23.79878	20.86602	22.00244	24.93387	24.75057	24.71492	24.81919	25.2242	25.76446	25.48305	25.81748	0	2243800000	11	Q7Z7M5;Q7Z7M6;Q4ZJI1;Q7Z7M7;Q7Z7M4;P04179;G8JLJ2;F5H3C5;F5H4R2;F5GYZ5	Q7Z7M5;Q7Z7M6;Q4ZJI1;Q7Z7M7;Q7Z7M4;P04179;G8JLJ2;F5H3C5;F5H4R2;F5GYZ5	"Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial"	SOD2	1AP5;1AP6;1EM1;1JA8;1LUV;1LUW;1MSD;1N0J;1N0N;1PL4;1PM9;1QNM;1SZX;1VAR;1XDC;1XIL;1ZSP;1ZTE;1ZUQ;2ADP;2ADQ;2GDS;2P4K;2QKA;2QKC;3C3S;3C3T
26.34089	26.11658	26.48128	26.42568	25.74491	26.57119	26.6013	26.94112	27.01446	26.32966	27.21734	27.41498	24.59651	25.03162	25.12443	25.21085	25.25685	24.96	25.10306	25.58824	0	3432800000	127	P04181;Q59HE2	P04181;Q59HE2	"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form"	OAT	1GBN;1OAT;2BYJ;2BYL;2CAN;2OAT
25.54298	26.64733	25.30789	26.78207	26.71856	25.9579	26.30428	26.10238	27.00185	27.79903	26.63699	27.06641	27.93146	28.01606	27.93775	27.99825	27.8936	28.36607	28.12957	28.50427	0	13625000000	47	P04350;B4DE77;B4DJ43;B4DFH6;M0QY85;M0R278;M0R0X0;M0QY37;M0QX14;M0QZL7;M0R1I1;M0R2T4;I0CMK4	P04350;B4DE77;B4DJ43;B4DFH6	Tubulin beta-4A chain	TUBB4A	
34.33305	34.37645	34.6025	34.51147	34.30539	34.40013	34.47653	34.37146	34.31041	34.33598	34.29482	34.16684	34.11047	34.33451	34.23834	34.2259	34.17987	34.34235	34.32871	34.56859	0	1.7619E+12	2531	V9HVZ4;P04406;Q2TSD0;E7EUT5;Q0QET7;A4UCT1;B4DRV9;H0Y4M7;E7EX67;H0Y6T3;O14556;B7Z6K3;B3KU52;O60733	V9HVZ4;P04406;Q2TSD0;E7EUT5;Q0QET7;A4UCT1	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	1U8F;1ZNQ;2FEH;3GPD;3H9E;3PFW
